,Time,Fog node,Device,Long,Lat,Cost,TimeSec,TimeMin
4846,2014-02-01 06:46:48.440209,3.0,335,41.90304856,12.49631773,16.439793375,24408,406
4847,2014-02-01 06:46:48.562512,3.0,335,41.90304899,12.49631648,13.134129111111111,24408,406
4848,2014-02-01 06:47:02.215333,3.0,31,41.8868,12.5079,10.053592,24422,407
4849,2014-02-01 06:47:03.334499,3.0,335,41.90304548,12.49632301,26.593173888888895,24423,407
4850,2014-02-01 06:47:17.252443,3.0,31,41.8868,12.5079,11.224259333333332,24437,407
4851,2014-02-01 06:47:18.335458,3.0,335,41.90304335,12.49631621,21.38311188888889,24438,407
4852,2014-02-01 06:47:32.157937,3.0,31,41.8868,12.5079,5.375123666666665,24452,407
4853,2014-02-01 06:47:34.581881,3.0,335,41.90304348,12.49631632,21.128277111111114,24454,407
4854,2014-02-01 06:47:47.864451,3.0,31,41.8868,12.5079,19.16094711111111,24467,407
4855,2014-02-01 06:47:48.793053,3.0,335,41.90304294,12.49631594,30.161341142857143,24468,407
4856,2014-02-01 06:48:01.862707,3.0,31,41.8868,12.5079,21.693935222222223,24481,408
4857,2014-02-01 06:48:03.336588,3.0,335,41.90304297,12.49631185,36.91093188888889,24483,408
4858,2014-02-01 06:48:04.939742,2.0,19,41.8691,12.5383,20.091138666666666,24484,408
4859,2014-02-01 06:48:16.870393,3.0,31,41.8868,12.5079,15.797443625000001,24496,408
4860,2014-02-01 06:48:18.272066,3.0,335,41.90305993,12.49625416,12.850614111111112,24498,408
4861,2014-02-01 06:48:20.650276,2.0,19,41.8691,12.5383,12.285893888888886,24500,408
4862,2014-02-01 06:48:33.322276,3.0,335,41.90306233,12.49625249,17.007243222222222,24513,408
4863,2014-02-01 06:48:34.315784,3.0,31,41.8868,12.5078,2.181862875,24514,408
4864,2014-02-01 06:48:34.791262,2.0,19,41.8694,12.5378,35.543937111111106,24514,408
4865,2014-02-01 06:48:47.155922,3.0,31,41.8868,12.5079,16.394226666666665,24527,408
4866,2014-02-01 06:48:48.607205,3.0,335,41.9030617,12.49624871,55.832656111111106,24528,408
4867,2014-02-01 06:48:49.895666,2.0,19,41.8705,12.5361,32.13386466666666,24529,408
4868,2014-02-01 06:49:02.916501,3.0,31,41.8868,12.5079,29.604570777777774,24542,409
4869,2014-02-01 06:49:03.945129,3.0,335,41.90306169,12.49624893,29.7649435,24543,409
4870,2014-02-01 06:49:04.792782,2.0,19,41.8718,12.5339,34.83309288888889,24544,409
4871,2014-02-01 06:49:16.870789,3.0,31,41.8868,12.5079,19.594206,24556,409
4872,2014-02-01 06:49:18.514171,3.0,335,41.90306154,12.49624889,22.40879,24558,409
4873,2014-02-01 06:49:20.155902,2.0,19,41.8729,12.5321,27.46405077777778,24560,409
4874,2014-02-01 06:49:32.311316,3.0,31,41.8868,12.5079,7.320747888888889,24572,409
4875,2014-02-01 06:49:34.925934,2.0,19,41.8737,12.5306,12.674178777777776,24574,409
4876,2014-02-01 06:49:47.990056,3.0,31,41.8869,12.5079,3.8387313333333335,24587,409
4877,2014-02-01 06:49:49.978912,2.0,19,41.8746,12.5291,9.127584666666666,24589,409
4878,2014-02-01 06:50:01.814737,3.0,31,41.8868,12.5078,29.519717777777778,24601,410
4879,2014-02-01 06:50:05.235374,2.0,19,41.8756,12.5275,7.644513666666667,24605,410
4880,2014-02-01 06:50:17.171447,3.0,31,41.8867,12.5078,12.050475888888888,24617,410
4881,2014-02-01 06:50:19.790778,2.0,19,41.8765,12.5263,9.319551888888888,24619,410
4882,2014-02-01 06:50:31.890179,3.0,31,41.8868,12.5079,15.875626111111112,24631,410
4883,2014-02-01 06:50:34.791591,2.0,19,41.8765,12.5262,18.65866777777778,24634,410
4884,2014-02-01 06:50:46.862544,3.0,31,41.8869,12.5078,18.755948999999998,24646,410
4885,2014-02-01 06:50:50.227622,2.0,19,41.8765,12.5262,9.126671444444444,24650,410
4886,2014-02-01 06:51:02.234098,3.0,31,41.8868,12.5079,13.074998777777777,24662,411
4887,2014-02-01 06:51:04.784458,2.0,19,41.8765,12.5262,21.843514000000003,24664,411
4888,2014-02-01 06:51:16.809111,3.0,31,41.8868,12.5078,19.91274911111111,24676,411
4889,2014-02-01 06:51:20.296076,2.0,19,41.8765,12.5262,40.62581288888889,24680,411
4890,2014-02-01 06:51:32.240136,3.0,31,41.8869,12.508,23.969317111111113,24692,411
4891,2014-02-01 06:51:35.412092,2.0,19,41.8768,12.5258,29.29871922222222,24695,411
4892,2014-02-01 06:51:47.240258,3.0,31,41.8868,12.5079,33.51254333333333,24707,411
4893,2014-02-01 06:51:49.785804,2.0,19,41.8761,12.5248,32.575173,24709,411
4894,2014-02-01 06:52:02.232779,3.0,31,41.8868,12.5079,14.724384888888888,24722,412
4895,2014-02-01 06:52:04.835923,2.0,19,41.8754,12.5237,32.62856433333334,24724,412
4896,2014-02-01 06:52:17.222105,3.0,31,41.8869,12.5079,4.88914,24737,412
4897,2014-02-01 06:52:19.821440,2.0,19,41.8749,12.523,20.12359188888889,24739,412
4898,2014-02-01 06:52:31.973320,3.0,31,41.8869,12.5079,30.584488555555556,24751,412
4899,2014-02-01 06:52:34.813391,2.0,19,41.8759,12.5219,11.399185000000001,24754,412
4900,2014-02-01 06:52:47.172320,3.0,31,41.8869,12.5079,18.046704000000002,24767,412
4901,2014-02-01 06:52:49.793264,2.0,19,41.8763,12.5213,8.203433777777779,24769,412
4902,2014-02-01 06:53:02.126365,3.0,31,41.887,12.5079,18.02722,24782,413
4903,2014-02-01 06:53:04.895606,2.0,19,41.8764,12.5212,25.31904422222222,24784,413
4904,2014-02-01 06:53:11.614480,2.0,19,41.8764,12.5212,23.38129188888889,24791,413
4905,2014-02-01 06:53:17.187353,3.0,31,41.887,12.508,32.57278566666667,24797,413
4906,2014-02-01 06:53:19.845288,2.0,19,41.8764,12.5212,5.1878073333333345,24799,413
4907,2014-02-01 06:53:32.257049,3.0,31,41.887,12.508,17.973969222222223,24812,413
4908,2014-02-01 06:53:35.175038,2.0,19,41.8763,12.5213,31.107328111111112,24815,413
4909,2014-02-01 06:53:47.289571,3.0,31,41.8869,12.5078,13.377350555555555,24827,413
4910,2014-02-01 06:53:50.222979,2.0,19,41.8763,12.5213,15.320545777777776,24830,413
4911,2014-02-01 06:54:02.225622,3.0,31,41.8869,12.5079,6.521336111111112,24842,414
4912,2014-02-01 06:54:04.794630,2.0,19,41.8763,12.5213,24.39169822222222,24844,414
4913,2014-02-01 06:54:17.186016,3.0,31,41.8868,12.5079,29.492568999999996,24857,414
4914,2014-02-01 06:54:19.798146,2.0,19,41.8763,12.5213,22.63923122222222,24859,414
4915,2014-02-01 06:54:31.878171,3.0,31,41.8868,12.5079,5.586200777777778,24871,414
4916,2014-02-01 06:54:37.384471,2.0,19,41.8763,12.5213,8.38935322222222,24877,414
4917,2014-02-01 06:54:47.395606,3.0,31,41.8868,12.5079,6.7699545555555565,24887,414
4918,2014-02-01 06:54:50.234968,2.0,19,41.8763,12.5213,35.408520111111116,24890,414
4919,2014-02-01 06:55:02.245982,3.0,31,41.8868,12.5079,7.664775333333334,24902,415
4920,2014-02-01 06:55:05.178889,2.0,19,41.8763,12.5213,32.20854511111111,24905,415
4921,2014-02-01 06:55:17.196621,3.0,31,41.8868,12.5079,14.217228777777779,24917,415
4922,2014-02-01 06:55:19.794228,2.0,19,41.8763,12.5213,38.23441122222222,24919,415
4923,2014-02-01 06:55:32.135313,3.0,31,41.8868,12.5079,7.81245,24932,415
4924,2014-02-01 06:55:35.230320,2.0,19,41.8763,12.5213,6.259978666666667,24935,415
4925,2014-02-01 06:55:38.590153,6.0,162,41.851000000000006,12.4859,16.724779555555557,24938,415
4926,2014-02-01 06:55:38.590704,6.0,162,41.851000000000006,12.4859,17.33595933333333,24938,415
4927,2014-02-01 06:55:39.701686,6.0,162,41.851000000000006,12.4859,14.963508666666668,24939,415
4928,2014-02-01 06:55:39.702389,6.0,162,41.851000000000006,12.4859,19.30043685714286,24939,415
4929,2014-02-01 06:55:41.285937,6.0,162,41.8518,12.4871,15.167935888888886,24941,415
4930,2014-02-01 06:55:47.133893,3.0,31,41.8868,12.5079,14.13063011111111,24947,415
4931,2014-02-01 06:55:50.403075,2.0,19,41.8763,12.5213,39.247212,24950,415
4932,2014-02-01 06:55:56.808825,6.0,162,41.8549,12.4914,18.39859888888889,24956,415
4933,2014-02-01 06:56:02.836291,3.0,31,41.8868,12.5079,9.76584788888889,24962,416
4934,2014-02-01 06:56:04.794029,2.0,19,41.8763,12.5213,26.258139333333336,24964,416
4935,2014-02-01 06:56:11.336942,4.0,162,41.8572,12.4947,37.23287499999999,24971,416
4936,2014-02-01 06:56:11.336942,6.0,162,41.8572,12.4947,27.268051,24971,416
4937,2014-02-01 06:56:16.876787,3.0,31,41.8868,12.5079,20.951052777777775,24976,416
4938,2014-02-01 06:56:19.801013,2.0,19,41.8763,12.5213,10.365799888888889,24979,416
4939,2014-02-01 06:56:26.870886,4.0,162,41.8602,12.4983,30.853024750000007,24986,416
4940,2014-02-01 06:56:31.863529,3.0,31,41.8867,12.5078,25.268720888888893,24991,416
4941,2014-02-01 06:56:35.614247,2.0,19,41.8763,12.5213,20.533278333333335,24995,416
4942,2014-02-01 06:56:42.347429,4.0,162,41.8632,12.4978,43.5224785,25002,416
4943,2014-02-01 06:56:48.171777,3.0,31,41.8868,12.5079,28.780872333333335,25008,416
4944,2014-02-01 06:56:50.235434,2.0,19,41.8763,12.5213,9.795578222222224,25010,416
4945,2014-02-01 06:56:57.293216,4.0,162,41.8637,12.4976,18.6495044,25017,416
4946,2014-02-01 06:57:02.232127,3.0,31,41.8868,12.508,13.687758111111114,25022,417
4947,2014-02-01 06:57:05.243981,2.0,19,41.8763,12.5213,45.32812775,25025,417
4948,2014-02-01 06:57:11.852341,4.0,162,41.8637,12.4976,21.785512833333332,25031,417
4949,2014-02-01 06:57:17.897887,3.0,31,41.8869,12.5078,19.158767777777783,25037,417
4950,2014-02-01 06:57:26.801425,4.0,162,41.8637,12.4976,25.808314285714285,25046,417
4951,2014-02-01 06:57:32.156517,3.0,31,41.8868,12.5078,18.223698,25052,417
4952,2014-02-01 06:57:41.332160,4.0,162,41.8659,12.4969,50.564091875,25061,417
4953,2014-02-01 06:57:47.156518,3.0,31,41.8868,12.5079,18.501812333333334,25067,417
4954,2014-02-01 06:57:57.209544,4.0,162,41.8681,12.4965,37.58456455555556,25077,417
4955,2014-02-01 06:58:02.269544,3.0,31,41.8868,12.508,12.124124888888888,25082,418
4956,2014-02-01 06:58:11.384785,4.0,162,41.871,12.4966,9.06447811111111,25091,418
4957,2014-02-01 06:58:16.870555,3.0,31,41.8868,12.508,21.63706011111111,25096,418
4958,2014-02-01 06:58:26.290708,4.0,162,41.8731,12.4968,18.567870444444438,25106,418
4959,2014-02-01 06:58:32.453659,3.0,31,41.8868,12.5079,32.23833422222222,25112,418
4960,2014-02-01 06:58:41.340506,4.0,162,41.8736,12.4968,48.4161746,25121,418
4961,2014-02-01 06:58:41.340506,5.0,162,41.8736,12.4968,23.722662,25121,418
4962,2014-02-01 06:58:46.805518,3.0,31,41.8869,12.5079,15.670484222222221,25126,418
4963,2014-02-01 06:58:57.852208,5.0,162,41.8772,12.4956,37.948630888888886,25137,418
4964,2014-02-01 06:59:02.297258,3.0,31,41.8868,12.5079,17.70060666666667,25142,419
4965,2014-02-01 06:59:11.280540,5.0,162,41.8797,12.4958,35.64973455555556,25151,419
4966,2014-02-01 06:59:18.055224,3.0,31,41.8868,12.5079,18.798466888888886,25158,419
4967,2014-02-01 06:59:26.837815,5.0,162,41.8819,12.4978,76.24376744444446,25166,419
4968,2014-02-01 06:59:32.394012,3.0,31,41.8868,12.508,30.323727444444444,25172,419
4969,2014-02-01 06:59:41.610343,3.0,162,41.883,12.4993,42.93769877777778,25181,419
4970,2014-02-01 06:59:47.244328,3.0,31,41.8868,12.5079,26.55443477777778,25187,419
4971,2014-02-01 06:59:56.287368,3.0,162,41.8853,12.5024,42.53366757142857,25196,419
4972,2014-02-01 07:00:02.842088,3.0,31,41.8867,12.5079,36.969688555555564,25202,420
4973,2014-02-01 07:00:11.339340,3.0,162,41.8853,12.5025,9.98329775,25211,420
4974,2014-02-01 07:00:16.919076,3.0,31,41.8868,12.5078,34.34589988888889,25216,420
4975,2014-02-01 07:00:26.637194,3.0,162,41.8853,12.5025,20.142157555555556,25226,420
4976,2014-02-01 07:00:31.867786,3.0,31,41.8868,12.5079,39.073277625,25231,420
4977,2014-02-01 07:00:41.817073,3.0,162,41.8853,12.5025,11.479142555555553,25241,420
4978,2014-02-01 07:00:46.871006,3.0,31,41.8869,12.5079,26.84913444444444,25246,420
4979,2014-02-01 07:00:56.566534,3.0,162,41.8853,12.5025,17.98731311111111,25256,420
4980,2014-02-01 07:01:02.290727,3.0,31,41.8868,12.5079,15.7834085,25262,421
4981,2014-02-01 07:01:11.292998,3.0,162,41.8857,12.5031,11.080579,25271,421
4982,2014-02-01 07:01:17.342925,3.0,31,41.8868,12.508,37.475023666666665,25277,421
4983,2014-02-01 07:01:26.246659,3.0,162,41.8874,12.5046,52.5264535,25286,421
4984,2014-02-01 07:01:33.139328,3.0,31,41.8868,12.5079,34.458968666666664,25293,421
4985,2014-02-01 07:01:41.639074,3.0,162,41.8892,12.5037,34.65072788888889,25301,421
4986,2014-02-01 07:01:47.391022,3.0,31,41.8868,12.508,27.886768444444446,25307,421
4987,2014-02-01 07:02:03.499920,3.0,31,41.8868,12.508,31.735185222222224,25323,422
4988,2014-02-01 07:02:17.696914,3.0,31,41.8868,12.508,62.38403833333333,25337,422
4989,2014-02-01 07:02:32.267049,3.0,31,41.8869,12.5079,67.45867,25352,422
4990,2014-02-01 07:02:46.804862,3.0,31,41.8869,12.5079,81.12455349999999,25366,422
4991,2014-02-01 07:03:02.305828,3.0,31,41.8868,12.5081,26.983087888888893,25382,423
4992,2014-02-01 07:03:17.187073,3.0,31,41.8868,12.5079,13.363668444444444,25397,423
4993,2014-02-01 07:03:32.983295,3.0,31,41.8868,12.5079,23.792708444444443,25412,423
4994,2014-02-01 07:03:47.246038,3.0,31,41.887,12.5083,21.145184222222223,25427,423
4995,2014-02-01 07:04:02.245683,3.0,31,41.887,12.5083,28.268749666666668,25442,424
4996,2014-02-01 07:04:16.769636,3.0,31,41.8869,12.5085,54.206923,25456,424
4997,2014-02-01 07:04:31.766630,3.0,31,41.887,12.5083,35.808126,25471,424
4998,2014-02-01 07:04:46.769502,3.0,31,41.887,12.5082,33.84989100000001,25486,424
4999,2014-02-01 07:04:58.286641,3.0,31,41.8874,12.5083,24.24351875,25498,424
5000,2014-02-01 07:05:01.769069,3.0,31,41.8874,12.5083,19.211496142857147,25501,425
5001,2014-02-01 07:05:16.782237,3.0,31,41.8879,12.5098,30.445013333333335,25516,425
5002,2014-02-01 07:05:36.292248,3.0,31,41.8885,12.5119,55.40611666666666,25536,425
5003,2014-02-01 07:05:58.472122,3.0,31,41.8895,12.5133,21.6679942,25558,425
5004,2014-02-01 07:05:59.118731,3.0,31,41.8889,12.5144,29.877388999999997,25559,425
5005,2014-02-01 07:05:59.119463,3.0,31,41.8889,12.5144,16.918566,25559,425
5006,2014-02-01 07:06:00.759205,3.0,31,41.8889,12.5144,25.6341402,25560,426
5007,2014-02-01 07:06:16.640548,3.0,31,41.8877,12.5144,70.22018700000001,25576,426
5008,2014-02-01 07:06:31.236493,3.0,31,41.8869,12.5152,75.0072202,25591,426
5009,2014-02-01 07:06:47.118114,3.0,31,41.8867,12.5152,23.89703828571428,25607,426
5010,2014-02-01 07:07:01.358986,3.0,31,41.8867,12.5152,7.483870999999999,25621,427
5011,2014-02-01 07:07:16.898576,3.0,31,41.8862,12.5153,11.846148000000001,25636,427
5012,2014-02-01 07:07:31.516919,3.0,31,41.8862,12.5153,25.414586333333332,25651,427
5013,2014-02-01 07:07:46.127578,3.0,31,41.8868,12.5154,34.61107344444445,25666,427
5014,2014-02-01 07:08:01.523969,2.0,31,41.887,12.5153,51.0957665,25681,428
5015,2014-02-01 07:08:01.523969,3.0,31,41.887,12.5153,130.35063657142857,25681,428
5016,2014-02-01 07:08:16.197376,2.0,31,41.8873,12.5164,18.249924999999998,25696,428
5017,2014-02-01 07:08:16.197376,3.0,31,41.8873,12.5164,14.56618,25696,428
5018,2014-02-01 07:08:33.494355,2.0,31,41.8877,12.5182,21.8946256,25713,428
5019,2014-02-01 07:08:33.494355,3.0,31,41.8877,12.5182,57.680602,25713,428
5020,2014-02-01 07:08:46.756754,2.0,31,41.8872,12.519,31.30697325,25726,428
5021,2014-02-01 07:09:01.374284,2.0,31,41.8872,12.519,6.735754666666666,25741,429
5022,2014-02-01 07:14:00.257417,6.0,160,41.8494,12.4585,35.100038,26040,434
5023,2014-02-01 07:14:15.877752,6.0,160,41.8501,12.4589,29.44030877777778,26055,434
5024,2014-02-01 07:14:30.229183,6.0,160,41.8501,12.4589,34.593607666666664,26070,434
5025,2014-02-01 07:14:45.233442,6.0,160,41.85,12.4588,36.45399555555556,26085,434
5026,2014-02-01 07:15:00.903187,6.0,160,41.8501,12.4588,30.56514688888889,26100,435
5027,2014-02-01 07:15:16.069545,6.0,160,41.8507,12.4591,28.214765,26116,435
5028,2014-02-01 07:15:30.164558,6.0,160,41.8527,12.4591,29.160448,26130,435
5029,2014-02-01 07:15:45.474080,6.0,160,41.8529,12.459,31.420414888888892,26145,435
5030,2014-02-01 07:16:00.749307,6.0,160,41.8529,12.459,29.397079888888886,26160,436
5031,2014-02-01 07:16:15.229099,6.0,160,41.8536,12.4587,19.504298555555557,26175,436
5032,2014-02-01 07:16:30.155091,6.0,160,41.8549,12.4585,40.545013499999996,26190,436
5033,2014-02-01 07:16:30.155091,10.0,160,41.8549,12.4585,25.751895333333334,26190,436
5034,2014-02-01 07:16:45.153962,10.0,160,41.857,12.4589,30.33910577777778,26205,436
5035,2014-02-01 07:17:02.122616,10.0,160,41.8585,12.4596,36.00713944444444,26222,437
5036,2014-02-01 07:17:15.463543,10.0,160,41.8585,12.4598,58.44680933333333,26235,437
5037,2014-02-01 07:17:30.166185,10.0,160,41.8588,12.4601,83.55827400000001,26250,437
5038,2014-02-01 07:17:45.227270,10.0,160,41.8601,12.462,34.8815585,26265,437
5039,2014-02-01 07:18:01.425938,9.0,160,41.8616,12.4632,38.984305166666665,26281,438
5040,2014-02-01 07:18:01.425938,10.0,160,41.8616,12.4632,81.76595799999998,26281,438
5041,2014-02-01 07:18:15.331745,9.0,160,41.8615,12.4636,48.00354275000001,26295,438
5042,2014-02-01 07:18:33.111249,9.0,160,41.8625,12.464,51.162065375000005,26313,438
5043,2014-02-01 07:18:45.222412,9.0,160,41.8641,12.4647,18.250108,26325,438
5044,2014-02-01 07:19:00.241293,9.0,160,41.8652,12.4652,14.062681111111111,26340,439
5045,2014-02-01 07:19:15.559867,9.0,160,41.8653,12.4653,21.13358611111111,26355,439
5046,2014-02-01 07:19:30.705137,9.0,160,41.8653,12.4653,12.581191222222223,26370,439
5047,2014-02-01 07:19:45.243030,9.0,160,41.8653,12.4653,29.16722755555556,26385,439
5048,2014-02-01 07:20:00.592786,9.0,160,41.8653,12.4653,57.038050444444444,26400,440
5049,2014-02-01 07:20:15.179032,9.0,160,41.8653,12.4653,26.258089555555557,26415,440
5050,2014-02-01 07:20:30.565685,9.0,160,41.8665,12.4658,53.433455333333335,26430,440
5051,2014-02-01 07:20:45.255140,9.0,160,41.8672,12.4661,35.758261555555556,26445,440
5052,2014-02-01 07:21:01.983627,9.0,160,41.8677,12.4663,10.692141333333334,26461,441
5053,2014-02-01 07:21:15.649324,9.0,160,41.8687,12.4667,23.605068333333335,26475,441
5054,2014-02-01 07:21:30.674846,9.0,160,41.8693,12.4675,37.30787933333333,26490,441
5055,2014-02-01 07:21:45.605475,9.0,160,41.8693,12.4675,9.933270555555556,26505,441
5056,2014-02-01 07:22:00.227574,9.0,160,41.8693,12.4677,35.06051244444444,26520,442
5057,2014-02-01 07:22:15.221059,9.0,160,41.8701,12.4678,37.71811433333333,26535,442
5058,2014-02-01 07:22:30.321042,9.0,160,41.8717,12.4674,4.552894222222221,26550,442
5059,2014-02-01 07:22:45.230278,9.0,160,41.8732,12.4676,30.215853666666664,26565,442
5060,2014-02-01 07:22:59.936935,7.0,24,41.89,12.4808,44.18668288888889,26579,442
5061,2014-02-01 07:23:00.610476,9.0,160,41.874,12.4676,31.23936,26580,443
5062,2014-02-01 07:23:15.771954,9.0,160,41.874,12.4676,19.076333222222225,26595,443
5063,2014-02-01 07:23:17.759484,7.0,24,41.8884,12.4814,49.45598216666667,26597,443
5064,2014-02-01 07:23:30.066251,7.0,24,41.8882,12.4813,70.4191515,26610,443
5065,2014-02-01 07:23:30.167340,9.0,160,41.8747,12.4676,30.470931444444446,26610,443
5066,2014-02-01 07:23:45.043675,7.0,24,41.8882,12.4813,21.999501000000002,26625,443
5067,2014-02-01 07:23:45.650436,9.0,160,41.8764,12.4677,33.11888011111111,26625,443
5068,2014-02-01 07:24:00.726442,9.0,160,41.8785,12.4685,24.516394444444444,26640,444
5069,2014-02-01 07:24:01.896474,7.0,24,41.8877,12.4813,42.20203199999999,26641,444
5070,2014-02-01 07:24:14.933938,5.0,24,41.8864,12.4831,15.466008,26654,444
5071,2014-02-01 07:24:15.167984,8.0,160,41.8802,12.4697,28.361761666666666,26655,444
5072,2014-02-01 07:24:15.167984,9.0,160,41.8802,12.4697,39.71328916666667,26655,444
5073,2014-02-01 07:24:30.246837,8.0,160,41.8822,12.4718,10.53203111111111,26670,444
5074,2014-02-01 07:24:36.603389,5.0,24,41.8852,12.4846,13.3690575,26676,444
5075,2014-02-01 07:24:44.972230,5.0,24,41.8835,12.4851,34.760937000000006,26684,444
5076,2014-02-01 07:24:45.239940,7.0,160,41.8838,12.4739,6.320377000000001,26685,444
5077,2014-02-01 07:24:45.239940,8.0,160,41.8838,12.4739,38.202532,26685,444
5078,2014-02-01 07:25:00.240631,7.0,160,41.8835,12.475,36.69383833333333,26700,445
5079,2014-02-01 07:25:00.395741,5.0,24,41.8824,12.4841,32.38206,26700,445
5080,2014-02-01 07:25:15.255113,5.0,24,41.8813,12.484000000000002,27.520970000000002,26715,445
5081,2014-02-01 07:25:16.504977,7.0,160,41.883,12.476,39.88922222222222,26716,445
5082,2014-02-01 07:25:29.973208,5.0,24,41.8799,12.4832,10.3364856,26729,445
5083,2014-02-01 07:25:30.528760,7.0,160,41.8846,12.4778,35.19010733333333,26730,445
5084,2014-02-01 07:25:44.965073,5.0,24,41.8795,12.483,34.072224000000006,26744,445
5085,2014-02-01 07:25:45.240150,7.0,160,41.8862,12.4797,5.165243,26745,445
5086,2014-02-01 07:26:00.132168,5.0,24,41.8781,12.482,28.934048777777775,26760,446
5087,2014-02-01 07:26:02.061446,7.0,160,41.8865,12.4799,12.145884777777777,26762,446
5088,2014-02-01 07:26:15.242171,7.0,160,41.8873,12.4807,8.803123888888889,26775,446
5089,2014-02-01 07:26:15.270782,5.0,24,41.8771,12.4811,29.777702777777773,26775,446
5090,2014-02-01 07:26:29.971541,5.0,24,41.8761,12.481,15.093751555555558,26789,446
5091,2014-02-01 07:26:30.233686,7.0,160,41.8877,12.481,15.653000666666665,26790,446
5092,2014-02-01 07:26:44.938186,5.0,24,41.8752,12.4807,14.40517211111111,26804,446
5093,2014-02-01 07:26:47.903681,7.0,160,41.8877,12.481,16.999376666666663,26807,446
5094,2014-02-01 07:26:59.928238,5.0,24,41.8742,12.4806,12.082114555555556,26819,446
5095,2014-02-01 07:27:00.704944,7.0,160,41.8877,12.481,44.338189666666665,26820,447
5096,2014-02-01 07:27:15.261979,5.0,24,41.8732,12.4804,32.86940233333334,26835,447
5097,2014-02-01 07:27:18.715793,7.0,160,41.8879,12.4811,9.026510222222221,26838,447
5098,2014-02-01 07:27:29.937284,5.0,24,41.87300000000001,12.4803,33.02897877777778,26849,447
5099,2014-02-01 07:27:30.586115,7.0,160,41.8896,12.4812,18.449905555555556,26850,447
5100,2014-02-01 07:27:44.987654,5.0,24,41.87300000000001,12.4803,18.014756333333334,26864,447
5101,2014-02-01 07:28:01.672355,5.0,24,41.87300000000001,12.4803,13.482566,26881,448
5102,2014-02-01 07:28:15.255313,5.0,24,41.8723,12.4802,14.181338666666667,26895,448
5103,2014-02-01 07:28:36.256458,5.0,24,41.8711,12.48,7.581317111111111,26916,448
5104,2014-02-01 07:28:47.491334,5.0,24,41.8705,12.4799,7.112178333333334,26927,448
5105,2014-02-01 07:29:00.646165,5.0,24,41.8687,12.4795,18.308976111111107,26940,449
5106,2014-02-01 07:29:14.969125,5.0,24,41.868,12.4793,52.894107999999996,26954,449
5107,2014-02-01 07:29:14.969125,6.0,24,41.868,12.4793,8.303667666666666,26954,449
5108,2014-02-01 07:29:38.112031,6.0,24,41.868,12.4793,9.453444888888889,26978,449
5109,2014-02-01 07:29:46.074919,6.0,24,41.8668,12.4791,10.893897444444443,26986,449
5110,2014-02-01 07:30:02.827944,6.0,24,41.865,12.4788,17.03667722222222,27002,450
5111,2014-02-01 07:30:14.976082,6.0,24,41.8634,12.4786,10.759820000000001,27014,450
5112,2014-02-01 07:30:31.285091,6.0,24,41.8616,12.4772,36.62514266666667,27031,450
5113,2014-02-01 07:30:39.111351,5.0,109,41.8905,12.4938,46.498067000000006,27039,450
5114,2014-02-01 07:30:39.111351,7.0,109,41.8905,12.4938,10.485775714285714,27039,450
5115,2014-02-01 07:30:47.365712,6.0,24,41.8603,12.4758,14.660155333333336,27047,450
5116,2014-02-01 07:30:54.196077,5.0,109,41.8896,12.4937,37.072143777777775,27054,450
5117,2014-02-01 07:31:00.560541,6.0,24,41.8591,12.4742,24.286885333333334,27060,451
5118,2014-02-01 07:31:10.259329,5.0,109,41.8895,12.4936,30.145777666666667,27070,451
5119,2014-02-01 07:31:21.786396,6.0,24,41.8579,12.4739,26.570679444444448,27081,451
5120,2014-02-01 07:31:24.553528,5.0,109,41.8893,12.493,29.16656366666667,27084,451
5121,2014-02-01 07:31:39.125009,6.0,24,41.857,12.4736,8.442536666666665,27099,451
5122,2014-02-01 07:31:39.543272,5.0,109,41.8889,12.4906,24.96173622222222,27099,451
5123,2014-02-01 07:31:44.968932,6.0,24,41.8557,12.4732,5.339272444444444,27104,451
5124,2014-02-01 07:31:54.144724,5.0,109,41.887,12.4896,28.911049222222218,27114,451
5125,2014-02-01 07:32:01.523455,6.0,24,41.8551,12.4723,22.381736222222223,27121,452
5126,2014-02-01 07:32:09.209218,5.0,109,41.8853,12.4892,29.71412577777778,27129,452
5127,2014-02-01 07:32:14.942602,6.0,24,41.8551,12.4723,12.932889444444449,27134,452
5128,2014-02-01 07:32:24.141542,5.0,109,41.8857,12.4877,33.842003,27144,452
5129,2014-02-01 07:32:29.968200,6.0,24,41.8551,12.4723,7.445719222222223,27149,452
5130,2014-02-01 07:32:39.991615,5.0,109,41.8868,12.4858,29.003061666666667,27159,452
5131,2014-02-01 07:32:44.942394,6.0,24,41.8551,12.4722,29.64307388888889,27164,452
5132,2014-02-01 07:32:54.211245,5.0,109,41.8877,12.4841,29.438700666666666,27174,452
5133,2014-02-01 07:32:59.973893,6.0,24,41.8541,12.4722,39.09583122222223,27179,452
5134,2014-02-01 07:33:10.879324,5.0,109,41.8887,12.4824,22.575233500000003,27190,453
5135,2014-02-01 07:33:10.879324,7.0,109,41.8887,12.4824,12.7756038,27190,453
5136,2014-02-01 07:33:14.976585,6.0,24,41.854,12.4722,6.306114444444445,27194,453
5137,2014-02-01 07:33:24.259698,7.0,109,41.8898,12.4811,24.799230444444447,27204,453
5138,2014-02-01 07:33:29.980901,6.0,24,41.8532,12.4725,15.798572888888891,27209,453
